mirnaid;refseqid;genesymbol;start;end;bindingp;energy;seed;accessibility;au;phylopstem;phylopflank;me;number_of_pairings;binding_region_length;longest_consecutive_pairings;position;validated;TargetScan;miRDB
mmu-miR-132-3p;XM_006504318;Piwil1;2014;2037;0.846153846154;-22.0;1;0.0003325708;0.426;0.0;0.0;-13.697.178.970.448.500;17;23;9;CDS;;0;0
mmu-miR-132-3p;NM_021311;Piwil1;2072;2095;0.846153846154;-22.0;1;0.0003325708;0.426;0.0;0.0;-13.697.178.970.448.500;17;23;9;CDS;;0;0
mmu-miR-132-3p;NM_001310733;Rimbp2;2783;2804;0.923076923077;-21.9;1;2,90E+01;0.397;0.0;0.0;-12.174.978.432.455.700;16;21;9;CDS;;0;0
mmu-miR-132-3p;NM_001310733;Rimbp2;849;877;0.846153846154;-21.2;1;1,11E+01;0.515;0.0;0.0;-6.251.209.375.382.290;19;28;7;CDS;;0;0
mmu-miR-132-3p;NM_001081388;Rimbp2;2804;2825;0.923076923077;-21.9;1;2,90E+01;0.397;0.0;0.0;-12.174.978.432.455.700;16;21;9;CDS;;0;0
mmu-miR-132-3p;NM_001081388;Rimbp2;849;877;0.923076923077;-21.2;1;0.001097486;0.5;0.0;0.0;-6.251.209.375.382.290;19;28;7;CDS;;0;0
mmu-miR-132-3p;NM_001286033;Stx2;2183;2203;1.0;-22.0;1;6,19E+00;0.382;0.0;0.0;-6.747.589.273.982.350;16;20;9;3UTR;;0;0
mmu-miR-132-3p;NM_001286033;Stx2;2611;2630;0.846153846154;-18.5;1;0.000466715;0.426;0.0;0.0;-14.706.923.639.333.200;14;19;9;3UTR;;0;0
mmu-miR-132-3p;NM_007941;Stx2;2308;2328;1.0;-22.0;1;6,19E+00;0.382;0.0;0.0;-6.747.589.273.982.350;16;20;9;3UTR;;0;0
mmu-miR-132-3p;NM_007941;Stx2;928;974;0.923076923077;-21.4;1;2,34E+00;0.485;0.0;0.0;-9.847.490.563.839.960;16;19;8;CDS;;0;0
mmu-miR-132-3p;NM_009391;Ran;1638;1672;0.846153846154;-20.0;1;0.0001883183;0.632;0.0;0.0;-4.794.414.363.722.070;19;34;11;3UTR;;0;0
mmu-miR-132-3p;XM_006504280;Ran;1627;1661;0.846153846154;-20.0;1;0.0001883183;0.632;0.0;0.0;-4.794.414.363.722.070;19;34;11;3UTR;;0;0
mmu-miR-132-3p;XM_006504307;Adgrd1;2744;2778;1.0;-25.6;1;2,92E+01;0.412;0.0;0.0;-6.733.736.334.547.220;16;19;12;CDS;;0;0
mmu-miR-132-3p;XM_006504307;Adgrd1;4637;4653;0.923076923077;-21.5;1;0.0004323512;0.456;0.0;0.0;-11.645.908.854.486.500;15;16;15;3UTR;;0;0
mmu-miR-132-3p;NM_001081342;Adgrd1;2756;2790;1.0;-25.6;1;2,92E+01;0.412;0.0;0.0;-6.733.736.334.547.220;16;19;12;CDS;;0;0
mmu-miR-132-3p;NM_001081342;Adgrd1;4649;4665;0.923076923077;-21.5;1;0.0004323512;0.456;0.0;0.0;-11.645.908.854.486.500;15;16;15;3UTR;;0;0
mmu-miR-132-3p;NM_172276;Sfswap;2027;2044;1.0;-23.4;0;1,36E+01;0.338;0.0;0.0;-15.566.558.404.643.400;14;17;13;CDS;;0;0
mmu-miR-132-3p;NM_172276;Sfswap;1773;1791;0.923076923077;-20.9;1;0.03407771;0.353;0.0;0.0;-11.103.849.971.603.200;15;18;7;CDS;;0;0
mmu-miR-132-3p;NM_011846;Mmp17;2516;2540;0.846153846154;-21.4;1;0.001543468;0.485;0.0;0.0;-7.794.895.910.253.610;18;24;7;3UTR;;0;0
mmu-miR-132-3p;NM_011846;Mmp17;3007;3064;0.846153846154;-22.0;1;0.001509475;0.515;0.0;0.0;-495.700.071.937.229;19;44;10;3UTR;;0;0
mmu-miR-132-3p;NM_172462;Zfp11;2897;2918;0.846153846154;-17.5;1;0.0006619702;0.456;0.0;0.0;-13.846.892.492.680.000;14;21;9;3UTR;;0;0
mmu-miR-132-3p;NM_011079;Phkg1;1525;1546;0.884615384615;-18.9;1;0.0002256741;0.412;0.0;0.0;-7.794.895.910.253.610;18;21;8;3UTR;;0;0
mmu-miR-132-3p;NM_024166;Chchd2;389;432;0.923076923077;-28.0;1;1,04E-01;0.309;0.0;0.0;-9.546.562.468.637.920;18;23;13;CDS;;0;0
mmu-miR-132-3p;NM_183088;Zbed5;246;289;0.923076923077;-28.0;1;1,04E-01;0.309;0.0;0.0;-9.546.562.468.637.920;18;23;13;CDS;;1;1
mmu-miR-132-3p;XM_006504341;Asl;503;537;1.0;-23.1;1;1,49E+01;0.382;0.0;0.0;-13.898.648.723.754.000;14;19;10;CDS;;0;0
mmu-miR-132-3p;XM_017320601;Asl;135;169;1.0;-23.1;1;1,49E+01;0.382;0.0;0.0;-13.898.648.723.754.000;14;19;10;5UTR;;0;0
mmu-miR-132-3p;NM_133768;Asl;422;456;1.0;-23.1;1;1,49E+01;0.382;0.0;0.0;-13.898.648.723.754.000;14;19;10;CDS;;0;0
mmu-miR-132-3p;NM_001081394;Tmem248;2841;2861;1.0;-22.3;1;0.001761775;0.471;0.0;0.0;-6.199.507.187.700.460;17;20;10;3UTR;;0;0
mmu-miR-132-3p;NM_001081394;Tmem248;2701;2719;0.846153846154;-21.0;1;0.0003185735;0.515;0.0;0.0;-11.638.210.795.663.000;14;18;5;3UTR;;0;0
mmu-miR-132-3p;NM_001081394;Tmem248;320;360;0.846153846154;-19.9;1;0.006288701;0.603;0.0;0.0;-7.757.046.662.006.910;17;40;6;CDS;;0;0
mmu-miR-132-3p;NM_027854;Tmem248;2903;2923;1.0;-22.3;1;0.001761775;0.471;0.0;0.0;-6.199.507.187.700.460;17;20;10;3UTR;;0;0
mmu-miR-132-3p;NM_027854;Tmem248;2763;2781;0.846153846154;-21.0;1;0.0003185735;0.515;0.0;0.0;-11.638.210.795.663.000;14;18;5;3UTR;;0;0
mmu-miR-132-3p;NM_027854;Tmem248;382;422;0.846153846154;-19.9;1;0.006288701;0.603;0.0;0.0;-7.757.046.662.006.910;17;40;6;CDS;;0;0
mmu-miR-132-3p;NM_178897;Tyw1;1629;1663;1.0;-23.9;1;0.0002247145;0.529;0.0;0.0;-495.700.071.937.229;18;22;10;3UTR;;0;0
mmu-miR-132-3p;NM_178897;Tyw1;4513;4535;0.846153846154;-22.1;1;7,27E+01;0.471;0.0;0.0;-7.757.046.662.006.910;16;22;7;3UTR;;0;0
mmu-miR-132-3p;NM_178897;Tyw1;4212;4235;0.923076923077;-20.9;1;5,74E-01;0.456;0.0;0.0;-8.415.498.954.871.780;17;23;8;3UTR;;0;0
mmu-miR-132-3p;NM_181045;Caln1;38;58;0.846153846154;-20.6;1;0.002723548;0.382;0.0;0.0;-6.747.589.273.982.350;16;20;7;5UTR;;0;0
mmu-miR-132-3p;XM_006504373;Caln1;114;142;0.923076923077;-23.0;1;0.0001547788;0.456;0.0;0.0;-10.835.693.081.304.100;16;28;8;5UTR;;0;0
mmu-miR-132-3p;XM_006504373;Caln1;4273;4291;0.923076923077;-21.9;1;0.00163107;0.5;0.0;0.0;-7.803.670.806.344.980;15;18;9;3UTR;;0;0
mmu-miR-132-3p;XM_006504373;Caln1;2118;2138;0.846153846154;-20.7;1;0.0009824642;0.529;0.0;0.0;-1.490.810.611.177.850;15;20;8;3UTR;;0;0
mmu-miR-132-3p;NM_021371;Caln1;1995;2011;0.923076923077;-18.0;1;0.002263134;0.426;0.0;0.0;-1.467.023.307.062.220;12;16;8;3UTR;;0;0
mmu-miR-132-3p;NM_145218;Wbscr17;652;670;1.0;-21.9;1;0.0003886374;0.5;0.0;0.0;-13.898.648.723.754.000;15;18;9;5UTR;;0;0
mmu-miR-132-3p;NM_030719;Gatsl2;937;961;0.923076923077;-19.8;1;0.0007178332;0.441;0.0;0.0;-7.255.896.845.946.230;15;24;9;CDS;;0;0
mmu-miR-132-3p;NM_033572;Wbscr16;2124;2145;0.923076923077;-23.7;1;0.0001132607;0.397;0.0;0.0;-6.747.589.273.982.350;17;21;8;3UTR;;0;0
mmu-miR-132-3p;NM_053266;Gtf2ird2;1304;1326;0.846153846154;-19.5;1;0.0007081973;0.456;0.0;0.0;-6.514.540.193.678.730;16;22;8;CDS;;0;0
mmu-miR-132-3p;NM_010876;Ncf1;575;615;0.846153846154;-23.4;1;0.000209613;0.412;0.0;0.0;-11.403.414.930.610.400;20;35;10;CDS;;0;0
mmu-miR-132-3p;NM_001286037;Ncf1;581;615;0.923076923077;-23.1;1;0.000209613;0.412;0.0;0.0;-11.403.414.930.610.400;20;34;10;CDS;;0;0
mmu-miR-132-3p;NM_001080748;Gtf2i;811;834;0.923076923077;-23.1;1;3,45E+00;0.368;0.0;0.0;-8.648.548.035.175.390;17;23;8;CDS;;0;0
mmu-miR-132-3p;NM_001080748;Gtf2i;984;1012;0.923076923077;-21.9;1;0.002443496;0.397;0.0;0.0;-6.432.556.268.004.080;18;28;7;CDS;;0;0
mmu-miR-132-3p;NM_001080748;Gtf2i;3558;3581;0.846153846154;-19.4;1;8,56E+00;0.441;0.0;0.0;-4.026.373.917.660.730;17;23;8;3UTR;;0;0
mmu-miR-132-3p;NM_001080749;Gtf2i;811;834;0.923076923077;-23.1;1;3,45E+00;0.368;0.0;0.0;-8.648.548.035.175.390;17;23;8;CDS;;0;0
mmu-miR-132-3p;NM_001080749;Gtf2i;984;1012;0.923076923077;-21.9;1;0.002443496;0.397;0.0;0.0;-6.432.556.268.004.080;18;28;7;CDS;;0;0
mmu-miR-132-3p;NM_001080749;Gtf2i;3570;3593;0.846153846154;-19.4;1;8,56E+00;0.441;0.0;0.0;-4.026.373.917.660.730;17;23;8;3UTR;;0;0
mmu-miR-132-3p;NM_010365;Gtf2i;811;834;0.923076923077;-23.1;1;3,45E+00;0.368;0.0;0.0;-8.648.548.035.175.390;17;23;8;CDS;;0;0
mmu-miR-132-3p;NM_010365;Gtf2i;984;1012;0.923076923077;-21.9;1;0.002443496;0.397;0.0;0.0;-6.432.556.268.004.080;18;28;7;CDS;;0;0
mmu-miR-132-3p;NM_010365;Gtf2i;3621;3644;0.846153846154;-19.4;1;8,56E+00;0.441;0.0;0.0;-4.026.373.917.660.730;17;23;8;3UTR;;0;0
mmu-miR-132-3p;NM_001080747;Gtf2i;811;834;0.923076923077;-23.1;1;3,45E+00;0.368;0.0;0.0;-8.648.548.035.175.390;17;23;8;CDS;;0;0
mmu-miR-132-3p;NM_001080747;Gtf2i;984;1012;0.923076923077;-21.9;1;0.002443496;0.397;0.0;0.0;-6.432.556.268.004.080;18;28;7;CDS;;0;0
mmu-miR-132-3p;NM_001080747;Gtf2i;3615;3638;0.846153846154;-19.4;1;8,56E+00;0.441;0.0;0.0;-4.026.373.917.660.730;17;23;8;3UTR;;0;0
mmu-miR-132-3p;NM_001080746;Gtf2i;811;834;0.923076923077;-23.1;1;3,45E+00;0.368;0.0;0.0;-8.648.548.035.175.390;17;23;8;CDS;;0;0
mmu-miR-132-3p;NM_001080746;Gtf2i;984;1012;0.923076923077;-21.9;1;0.002443496;0.397;0.0;0.0;-6.432.556.268.004.080;18;28;7;CDS;;0;0
mmu-miR-132-3p;NM_001080746;Gtf2i;3678;3701;0.846153846154;-19.4;1;8,56E+00;0.441;0.0;0.0;-4.026.373.917.660.730;17;23;8;3UTR;;0;0
mmu-miR-132-3p;NM_001081466;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081466;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081466;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081468;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081468;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081468;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081470;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081470;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081470;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081464;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081464;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081464;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081463;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081463;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081463;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081469;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081469;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081469;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081467;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081467;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081467;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_020331;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_020331;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_020331;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081462;Gtf2ird1;1603;1620;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081462;Gtf2ird1;247;267;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081462;Gtf2ird1;1359;1384;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;XM_006504466;Gtf2ird1;1598;1615;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;XM_006504466;Gtf2ird1;242;262;0.846153846154;-21.8;1;0.0003194032;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;XM_006504466;Gtf2ird1;1354;1379;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001081465;Gtf2ird1;1546;1563;1.0;-26.5;1;6,37E+00;0.426;0.0;0.0;-7.757.046.662.006.910;16;17;16;CDS;;0;0
mmu-miR-132-3p;NM_001081465;Gtf2ird1;190;210;0.846153846154;-21.8;1;0.00025887;0.368;0.0;0.0;-6.747.589.273.982.350;16;20;9;CDS;;0;0
mmu-miR-132-3p;NM_001081465;Gtf2ird1;1302;1327;0.846153846154;-21.8;1;0.0002875347;0.471;0.0;0.0;-51.900.497.996.759.000;18;25;9;CDS;;0;0
mmu-miR-132-3p;NM_001039162;Clip2;4174;4192;0.846153846154;-19.6;1;7,74E+01;0.485;0.0;0.0;-7.757.046.662.006.910;15;18;10;3UTR;;0;0
mmu-miR-132-3p;NM_001039162;Clip2;1840;1859;0.846153846154;-19.0;0;3,67E+01;0.441;0.0;0.0;-1.680.906.487.297.160;15;19;9;CDS;;0;0
mmu-miR-132-3p;NM_009990;Clip2;4279;4297;0.846153846154;-19.6;1;7,74E+01;0.485;0.0;0.0;-7.757.046.662.006.910;15;18;10;3UTR;;0;0
mmu-miR-132-3p;NM_009990;Clip2;1945;1964;0.923076923077;-19.0;0;0.001627735;0.471;0.0;0.0;-1.680.906.487.297.160;15;19;9;CDS;;0;0
mmu-miR-132-3p;NM_001013751;Syna;1536;1559;0.846153846154;-19.5;1;9,59E+00;0.397;0.0;0.0;-13.777.042.598.012.400;15;23;10;CDS;;0;0
mmu-miR-132-3p;NM_020022;Rfc2;1124;1149;0.923076923077;-25.3;1;3,79E+00;0.426;0.0;0.0;-6.514.540.193.678.730;18;25;10;CDS;;0;0
mmu-miR-132-3p;NM_001312867;Eif4h;1241;1275;0.846153846154;-18.4;1;0.0002794189;0.456;0.0;0.0;-6.236.470.572.775.600;18;28;7;3UTR;;0;0
mmu-miR-132-3p;NM_033561;Eif4h;1301;1335;0.846153846154;-18.4;1;0.0002794189;0.456;0.0;0.0;-6.236.470.572.775.600;18;28;7;3UTR;;0;0
mmu-miR-132-3p;NM_007925;Eln;3443;3481;0.846153846154;-22.4;1;2,43E+00;0.397;0.0;0.0;-6.514.540.193.678.730;18;38;9;3UTR;;0;0
mmu-miR-132-3p;NM_007925;Eln;2507;2524;0.923076923077;-22.7;1;0.002262965;0.441;0.0;0.0;-12.371.336.944.048.200;15;17;9;CDS;;0;0
mmu-miR-132-3p;NM_007925;Eln;2327;2348;0.846153846154;-22.3;1;0.0006275925;0.309;0.0;0.0;-6.747.589.273.982.350;16;21;7;CDS;;0;0
mmu-miR-132-3p;NM_020504;Cldn13;456;484;1.0;-20.3;1;0.002242017;0.471;0.0;0.0;-7.757.046.662.006.910;15;17;15;CDS;;0;0
mmu-miR-132-3p;XM_006504531;Wbscr27;302;358;1.0;-21.3;1;0.0002496216;0.412;0.0;0.0;-5.925.499.359.926.530;15;19;12;CDS;;0;0
mmu-miR-132-3p;XM_006504530;Wbscr27;186;242;1.0;-21.3;1;0.0002496216;0.412;0.0;0.0;-5.925.499.359.926.530;15;19;12;CDS;;0;0
mmu-miR-132-3p;XM_006504532;Wbscr27;186;242;1.0;-21.3;1;0.0002496216;0.412;0.0;0.0;-5.925.499.359.926.530;15;19;12;CDS;;0;0
mmu-miR-132-3p;NM_024479;Wbscr27;257;313;1.0;-21.3;1;0.0002496216;0.412;0.0;0.0;-5.925.499.359.926.530;15;19;12;CDS;;0;0
mmu-miR-132-3p;XM_011240910;Wbscr27;295;351;1.0;-21.3;1;0.0002496216;0.412;0.0;0.0;-5.925.499.359.926.530;15;19;12;CDS;;0;0
mmu-miR-132-3p;XM_011240911;Wbscr27;305;361;1.0;-21.3;1;0.0002496216;0.412;0.0;0.0;-5.925.499.359.926.530;15;19;12;CDS;;0;0
mmu-miR-132-3p;NM_016801;Stx1a;1501;1521;0.923076923077;-19.9;1;3,53E+01;0.382;0.0;0.0;-7.314.088.756.026.500;17;20;8;3UTR;;0;0
mmu-miR-132-3p;NM_025375;Wbscr22;431;456;1.0;-22.7;1;3,21E+01;0.515;0.0;0.0;-6.514.540.193.678.730;16;25;7;CDS;;0;0
mmu-miR-132-3p;NM_025375;Wbscr22;811;829;0.846153846154;-20.4;1;1,33E+01;0.426;0.0;0.0;-12.893.365.778.234.200;16;18;9;CDS;;0;0
mmu-miR-132-3p;XM_011240904;Wbscr22;306;331;1.0;-22.7;1;3,21E+01;0.515;0.0;0.0;-6.514.540.193.678.730;16;25;7;CDS;;0;0
mmu-miR-132-3p;XM_011240904;Wbscr22;1;20;1.0;-22.0;1;6,37E+01;0.306;0.0;0.0;-1.359.092.578.793.000;14;19;9;5UTR;;0;0
mmu-miR-132-3p;XM_011240904;Wbscr22;686;704;0.846153846154;-20.4;1;1,33E+01;0.426;0.0;0.0;-12.893.365.778.234.200;16;18;9;CDS;;0;0
mmu-miR-132-3p;NM_177574;Vps37d;971;1002;0.846153846154;-20.4;1;2,51E+01;0.5;0.0;0.0;-6.851.148.393.071.080;17;23;9;3UTR;;0;0
mmu-miR-132-3p;NM_001199677;Vps37d;1235;1257;0.846153846154;-20.0;1;2,51E+01;0.5;0.0;0.0;-6.851.148.393.071.080;17;22;9;3UTR;;0;0
mmu-miR-132-3p;NM_001199677;Vps37d;334;355;0.846153846154;-19.3;1;0.001905724;0.485;0.0;0.0;-7.757.046.662.006.910;16;21;10;CDS;;0;0
mmu-miR-132-3p;NM_021455;Mlxipl;27;48;0.846153846154;-21.5;1;2,05E+00;0.368;0.0;0.0;-17.298.649.034.440.000;14;21;10;5UTR;;0;0
mmu-miR-132-3p;NM_021455;Mlxipl;3091;3128;0.846153846154;-20.7;1;0.002876414;0.603;0.0;0.0;-495.700.071.937.229;18;37;7;3UTR;;0;0
mmu-miR-132-3p;NM_013763;Tbl2;3101;3120;0.923076923077;-25.8;1;3,50E+01;0.441;0.0;0.0;-7.803.670.806.344.980;16;19;9;3UTR;;0;0
mmu-miR-132-3p;NM_013763;Tbl2;2394;2416;0.846153846154;-20.9;1;0.0007313955;0.515;0.0;0.0;-9.032.632.461.121.160;14;22;5;3UTR;;0;0
mmu-miR-132-3p;NM_145414;Nsun5;1786;1804;0.912087912088;-21.6;1;3,19E-01;0.426;0.0;0.0;-7.483.038.834.232.980;15;18;8;3UTR;;0;0
mmu-miR-132-3p;NM_148932;Pom121;4219;4268;0.923076923077;-21.8;1;0.02026043;0.441;0.0;0.0;-8.004.855.389.940.190;16;21;9;3UTR;;1;1
mmu-miR-132-3p;NM_148932;Pom121;721;745;0.846153846154;-21.2;1;0.0007266695;0.412;0.0;0.0;-8.327.025.306.798.680;18;24;11;CDS;;1;1
mmu-miR-132-3p;NM_146001;Hip1;3076;3096;1.0;-27.3;1;5,54E+01;0.397;0.0;0.0;-7.757.046.662.006.910;17;20;8;CDS;;0;0
mmu-miR-132-3p;NM_146001;Hip1;4895;4915;1.0;-24.5;1;0.00105835;0.485;0.0;0.0;-6.013.390.377.618.050;17;20;11;3UTR;;0;0
mmu-miR-132-3p;NM_146001;Hip1;7826;7848;0.923076923077;-21.6;1;0.0003180492;0.721;0.0;0.0;-6.514.540.193.678.730;16;22;13;3UTR;;0;0
mmu-miR-132-3p;NM_146002;Rhbdd2;1840;1859;0.846153846154;-23.4;1;0.003314376;0.397;0.0;0.0;-10.789.068.936.966.100;15;19;10;3UTR;;0;0
mmu-miR-132-3p;NM_146002;Rhbdd2;587;605;0.846153846154;-21.0;1;6,74E+00;0.368;0.0;0.0;-8.799.583.380.817.550;15;18;10;CDS;;0;0
mmu-miR-132-3p;NM_008898;Por;1524;1554;0.923076923077;-26.3;1;9,14E+00;0.412;0.0;0.0;-11.447.521.229.830.900;15;18;14;CDS;;0;0
mmu-miR-132-3p;NM_008898;Por;2075;2112;1.0;-24.5;1;0.0005714198;0.412;0.0;0.0;-41.706.235.265.052.700;18;24;11;CDS;;0;0
mmu-miR-132-3p;NM_001289557;Styxl1;313;332;0.846153846154;-19.0;1;0.002052657;0.529;0.0;0.0;-7.483.038.834.232.980;15;19;8;CDS;;0;0
mmu-miR-132-3p;NM_001289556;Styxl1;316;335;0.846153846154;-19.0;1;0.002052657;0.529;0.0;0.0;-7.483.038.834.232.980;15;19;8;5UTR;;0;0
mmu-miR-132-3p;NM_008617;Mdh2;832;851;0.846153846154;-19.6;1;2,73E+01;0.412;0.0;0.0;-11.652.949.598.269.700;16;19;10;CDS;;0;0
mmu-miR-132-3p;NM_018871;Ywhag;1372;1400;1.0;-22.4;1;0.108762;0.5;0.0;0.0;-6.013.390.377.618.050;16;28;10;3UTR;;1;1
mmu-miR-132-3p;NM_018871;Ywhag;2555;2573;0.923076923077;-21.0;1;5,93E-01;0.353;0.0;0.0;-13.777.042.598.012.400;14;18;10;3UTR;;1;1
mmu-miR-132-3p;XM_006504337;Ssc4d;1066;1086;0.846153846154;-21.4;1;0.0003889953;0.353;0.0;0.0;-8.613.886.579.527.320;16;20;6;CDS;;0;1
mmu-miR-132-3p;NM_001160366;Ssc4d;968;988;0.846153846154;-21.4;1;0.0003889953;0.353;0.0;0.0;-8.613.886.579.527.320;16;20;6;CDS;;0;1
mmu-miR-132-3p;XM_006504494;Upk3bl;617;654;0.923076923077;-24.3;1;0.0002371482;0.353;0.0;0.0;-6.199.507.187.700.460;18;23;11;CDS;;0;0
mmu-miR-132-3p;NM_027158;Upk3bl;606;643;0.923076923077;-24.3;1;0.0002371482;0.353;0.0;0.0;-6.199.507.187.700.460;18;23;11;CDS;;0;0
mmu-miR-132-3p;NM_027891;Lrwd1;1061;1093;0.846153846154;-25.1;1;0.0001547289;0.412;0.0;0.0;-3.793.324.837.357.110;20;32;9;CDS;;0;0
mmu-miR-132-3p;NM_027891;Lrwd1;987;1015;0.923076923077;-22.7;1;0.0001581293;0.309;0.0;0.0;-5.925.499.359.926.530;16;21;9;CDS;;0;0
mmu-miR-132-3p;XM_006504429;Orai2;3219;3235;1.0;-19.2;1;6,81E-02;0.412;0.0;0.0;-10.307.813.309.643.300;15;16;15;3UTR;;0;0
mmu-miR-132-3p;NM_025774;Prkrip1;680;699;0.846153846154;-23.3;1;4,13E+01;0.441;0.0;0.0;-7.483.038.834.232.980;17;19;10;3UTR;;0;0
mmu-miR-132-3p;NM_025774;Prkrip1;345;370;0.846153846154;-21.2;1;0.004047223;0.559;0.0;0.0;-7.757.046.662.006.910;16;25;13;CDS;;0;0
mmu-miR-132-3p;NM_001302938;Sh2b2;2753;2772;0.923076923077;-27.2;1;1,71E+00;0.397;0.0;0.0;-829.127.580.885.367;17;19;14;3UTR;;0;0
mmu-miR-132-3p;NM_018825;Sh2b2;2757;2776;0.923076923077;-27.2;1;1,71E+00;0.397;0.0;0.0;-829.127.580.885.367;17;19;14;3UTR;;0;0
mmu-miR-132-3p;NM_001302939;Sh2b2;420;436;1.0;-18.9;1;8,12E-01;0.382;0.0;0.0;-10.515.061.109.192.100;15;16;15;CDS;;0;0
